[2026-02-10 09:15:22] info: 	z2m: Logging to console, file (filename: log.log)
[2026-02-10 09:15:40] error: 	zh:ember:uart:ash: ASH disconnected: ASH_ERROR_NCP_RESET | Adapter status: ASH_NCP_FATAL_ERROR
[2026-02-10 09:15:40] error: 	zh:ember:ezsp: Fatal error, status=HOST_FATAL_ERROR. Last Frame: [FRAME: ID=52:"SEND_UNICAST" Seq=34 Len=10]
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash: ASH COUNTERS since last clear:
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Total frames: RX=41, TX=76
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Cancelled   : RX=1, TX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   DATA frames : RX=39, TX=35
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   DATA bytes  : RX=536, TX=370
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Retry frames: RX=0, TX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   ACK frames  : RX=0, TX=40
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   NAK frames  : RX=0, TX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   nRdy frames : RX=0, TX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   CRC errors      : RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Comm errors     : RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Length < minimum: RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Length > maximum: RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Bad controls    : RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Bad lengths     : RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Bad ACK numbers : RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Out of buffers  : RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Retry dupes     : RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   Out of sequence : RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash:   ACK timeouts    : RX=0
[2026-02-10 09:15:40] info: 	zh:ember:uart:ash: ======== ASH stopped ========
[2026-02-10 09:15:40] info: 	zh:ember:ezsp: ======== EZSP stopped ========
[2026-02-10 09:15:40] info: 	zh:ember: ======== Ember Adapter Stopped ========
[2026-02-10 09:15:40] error: 	z2m: Adapter disconnected, stopping
[2026-02-10 09:15:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"offline"}'
[2026-02-10 09:15:40] info: 	z2m: Disconnecting from MQTT server
[2026-02-10 09:15:40] info: 	z2m: Stopping zigbee-herdsman...
[2026-02-10 09:15:40] info: 	z2m: Stopped zigbee-herdsman
[2026-02-10 09:15:40] info: 	z2m: Stopped Zigbee2MQTT
